location,repetitions
b0089.wav,11
b0090.wav,8
b0091.wav,11
b0092.wav,11
b0093.wav,8
b0094.wav,9
b0095.wav,10
b0096.wav,9
b0097.wav,6
b0098.wav,9
b0099.wav,8
b0100.wav,9
b0101.wav,6
b0102.wav,9
b0103.wav,4
b0104.wav,10
b0105.wav,7
b0106.wav,13
b0107.wav,9
b0108.wav,10
b0109.wav,13
b0110.wav,9
b0111.wav,6
b0112.wav,5
b0113.wav,5
b0114.wav,5
b0115.wav,9
b0116.wav,7
b0117.wav,10
b0118.wav,7
b0119.wav,7
b0120.wav,11
b0121.wav,8
b0122.wav,10
b0123.wav,6
b0124.wav,7
b0125.wav,7
b0126.wav,7
b0127.wav,9
b0128.wav,9
b0129.wav,7
b0130.wav,10
b0131.wav,9
b0132.wav,8
b0133.wav,8
b0134.wav,8
b0135.wav,9
b0136.wav,9
b0137.wav,9
b0138.wav,8
b0139.wav,8
b0140.wav,13
b0141.wav,4
b0142.wav,9
b0143.wav,6
b0144.wav,9
b0145.wav,8
b0146.wav,9
b0147.wav,8
b0148.wav,4
b0149.wav,10
b0150.wav,10
b0151.wav,7
b0152.wav,7
b0153.wav,10
b0154.wav,9
b0155.wav,4
b0156.wav,10
b0157.wav,10
b0158.wav,11
b0159.wav,7
b0160.wav,9
b0161.wav,9
b0162.wav,8
b0163.wav,14
b0164.wav,8
b0165.wav,5
b0166.wav,9
b0167.wav,12
b0168.wav,10
b0169.wav,9
b0170.wav,7
b0171.wav,7
b0172.wav,7
b0173.wav,9
b0174.wav,10
b0175.wav,11
b0176.wav,9
b0177.wav,10
b0178.wav,8
b0179.wav,8
b0180.wav,9
b0181.wav,10
b0182.wav,9
b0183.wav,9
b0184.wav,8
b0185.wav,8
b0186.wav,9
b0187.wav,7
b0188.wav,9
b0189.wav,8
b0190.wav,6
b0191.wav,9
b0192.wav,12
b0193.wav,10
b0194.wav,11
b0195.wav,7
b0196.wav,8
b0197.wav,8
b0198.wav,10
b0199.wav,10
b0200.wav,6
b0201.wav,10
b0202.wav,6
b0203.wav,9
b0204.wav,10
b0205.wav,12
b0206.wav,5
b0207.wav,9
b0208.wav,6
b0209.wav,13
b0210.wav,7
b0211.wav,9
b0212.wav,6
b0213.wav,6
b0214.wav,8
b0215.wav,9
b0216.wav,7
b0217.wav,8
b0218.wav,10
b0219.wav,8
b0220.wav,7
b0221.wav,9
b0222.wav,10
b0223.wav,8
b0224.wav,7
b0225.wav,11
b0226.wav,4
b0227.wav,8
b0228.wav,8
b0229.wav,9
b0230.wav,8
b0231.wav,8
b0232.wav,7
b0233.wav,8
b0234.wav,9
b0235.wav,7
b0236.wav,7
b0237.wav,11
b0238.wav,9
b0239.wav,8
b0240.wav,10
b0241.wav,7
b0242.wav,9
b0243.wav,12
b0244.wav,9
b0245.wav,5
b0246.wav,7
b0247.wav,6
b0248.wav,12
b0249.wav,11
b0250.wav,15
b0251.wav,8
b0252.wav,9
b0253.wav,4
b0254.wav,4
b0255.wav,8
b0256.wav,10
b0257.wav,9
b0258.wav,8
b0259.wav,9
b0260.wav,8
b0261.wav,9
b0262.wav,9
b0263.wav,8
b0264.wav,12
b0265.wav,8
b0266.wav,10
b0267.wav,9
b0268.wav,8
b0269.wav,10
b0270.wav,13
b0271.wav,4
b0272.wav,10
b0273.wav,8
b0274.wav,7
b0275.wav,8
b0276.wav,7
b0277.wav,7
b0278.wav,10
b0279.wav,8
b0280.wav,7
b0281.wav,7
b0282.wav,7
b0283.wav,7
b0284.wav,11
b0285.wav,10
b0286.wav,7
b0287.wav,8
b0288.wav,10
b0289.wav,15
b0290.wav,9
b0291.wav,11
b0292.wav,11
b0293.wav,8
b0294.wav,7
b0295.wav,6
b0296.wav,8
b0297.wav,10
b0298.wav,8
b0299.wav,9
b0300.wav,9
b0301.wav,9
b0302.wav,9
b0303.wav,9
b0304.wav,6
b0305.wav,7
b0306.wav,6
b0307.wav,7
b0308.wav,9
b0309.wav,10
b0310.wav,12
b0311.wav,5
b0312.wav,9
b0313.wav,9
b0314.wav,7
b0315.wav,11
b0316.wav,8
b0317.wav,9
b0318.wav,9
b0319.wav,9
b0320.wav,8
b0321.wav,4
b0322.wav,9
b0323.wav,7
b0324.wav,7
b0325.wav,8
b0326.wav,7
b0327.wav,6
b0328.wav,11
b0329.wav,10
b0330.wav,10
b0331.wav,6
b0332.wav,9
b0333.wav,9
b0334.wav,6
b0335.wav,13
b0336.wav,7
b0337.wav,13
b0338.wav,10
b0339.wav,11
b0340.wav,10
b0341.wav,9
b0342.wav,10
b0343.wav,9
b0344.wav,8
b0345.wav,8
b0346.wav,9
b0347.wav,9
b0348.wav,7
b0349.wav,9
b0350.wav,7
b0351.wav,10
b0352.wav,8
b0353.wav,10
b0354.wav,7
b0355.wav,9
b0356.wav,9
b0357.wav,7
b0358.wav,9
b0359.wav,8
b0360.wav,9
b0361.wav,11
b0362.wav,7
b0363.wav,8
b0364.wav,9
b0365.wav,11
b0366.wav,7
b0367.wav,8
b0368.wav,8
b0369.wav,12
b0370.wav,11
b0371.wav,10
b0372.wav,10
b0373.wav,8
b0374.wav,15
b0375.wav,12
b0376.wav,8
b0377.wav,6
b0378.wav,6
b0379.wav,7
b0380.wav,8
b0381.wav,7
b0382.wav,8
b0383.wav,8
b0384.wav,13
b0385.wav,8
b0386.wav,8
b0387.wav,8
b0388.wav,9
b0389.wav,11
b0390.wav,9
b0391.wav,6
b0392.wav,8
b0393.wav,15
b0394.wav,8
b0395.wav,8
b0396.wav,7
b0397.wav,9
b0398.wav,4
b0399.wav,6
b0400.wav,7
b0401.wav,8
b0402.wav,10
b0403.wav,10
b0404.wav,8
b0405.wav,8
b0406.wav,9
b0407.wav,9
b0408.wav,12
b0409.wav,8
b0410.wav,9
b0411.wav,9
b0412.wav,7
b0413.wav,5
b0414.wav,9
b0415.wav,12
b0416.wav,11
b0417.wav,11
b0418.wav,7
b0419.wav,7
b0420.wav,13
b0421.wav,9
b0422.wav,10
b0423.wav,9
b0424.wav,9
b0425.wav,7
b0426.wav,9
b0427.wav,9
b0428.wav,7
b0429.wav,9
b0430.wav,10
b0431.wav,8
b0432.wav,9
b0433.wav,9
b0434.wav,7
b0435.wav,9
b0436.wav,8
b0437.wav,8
b0438.wav,13
b0439.wav,9
b0440.wav,9
b0441.wav,9
b0442.wav,7
b0443.wav,9
b0444.wav,6
b0445.wav,9
b0446.wav,9
b0447.wav,8
b0448.wav,9
b0449.wav,14
b0450.wav,9
b0451.wav,9
b0452.wav,8
b0453.wav,12
b0454.wav,9
b0455.wav,9
b0456.wav,8
b0457.wav,7
b0458.wav,10
b0459.wav,10
b0460.wav,9
b0461.wav,7
b0462.wav,5
b0463.wav,10
b0464.wav,5
b0465.wav,7
b0466.wav,9
b0467.wav,7
b0468.wav,6
b0469.wav,10
b0470.wav,9
b0471.wav,9
b0472.wav,10
b0473.wav,10
b0474.wav,8
b0475.wav,11
b0476.wav,5
b0477.wav,6
b0478.wav,13
b0479.wav,8
b0480.wav,6
b0481.wav,9
b0482.wav,11
b0483.wav,8
b0484.wav,13
b0485.wav,10
b0486.wav,9
b0487.wav,8
b0488.wav,8
b0489.wav,8
b0490.wav,10
c0001.wav,41
c0002.wav,15
c0003.wav,36
c0004.wav,82
c0005.wav,14
c0006.wav,38
c0007.wav,35
c0008.wav,43
c0009.wav,94
c0010.wav,121
c0011.wav,106
c0012.wav,22
c0013.wav,55
c0014.wav,71
c0015.wav,111
c0016.wav,32
c0017.wav,61
c0018.wav,71
c0019.wav,46
c0020.wav,70
c0021.wav,52
c0022.wav,92
c0023.wav,48
c0024.wav,143
c0025.wav,67
c0026.wav,58
c0027.wav,74
c0028.wav,17
c0029.wav,40
c0030.wav,23
c0031.wav,135
d0001.wav,6
d0002.wav,11
d0003.wav,14
d0004.wav,6
d0005.wav,16
d0006.wav,10
d0007.wav,19
d0008.wav,30
d0009.wav,8
d0010.wav,12
d0011.wav,23
d0012.wav,11
d0013.wav,9
d0014.wav,14
d0015.wav,7
d0016.wav,9
d0017.wav,16
d0018.wav,30
d0019.wav,5
d0020.wav,11
d0021.wav,29
d0022.wav,27
d0023.wav,17
d0024.wav,9
d0025.wav,18
d0026.wav,13
d0027.wav,15
d0028.wav,8
d0029.wav,11
d0030.wav,8
d0031.wav,17
d0032.wav,21
d0033.wav,8
d0034.wav,31
d0035.wav,16
d0036.wav,24
d0037.wav,15
d0038.wav,21
d0039.wav,14
d0040.wav,30
d0041.wav,40
d0042.wav,76
d0043.wav,12
d0044.wav,8
d0045.wav,7
d0046.wav,26
d0047.wav,17
d0048.wav,20
d0049.wav,14
d0050.wav,10
d0051.wav,23
d0052.wav,29
d0053.wav,8
d0054.wav,8
d0055.wav,11
e00002.wav,49
e00003.wav,30
e00004.wav,21
e00005.wav,46
e00006.wav,29
e00007.wav,35
e00008.wav,25
e00009.wav,17
e00010.wav,30
e00011.wav,28
e00012.wav,18
e00013.wav,19
e00014.wav,15
e00015.wav,35
e00016.wav,26
e00017.wav,33
e00018.wav,39
e00019.wav,22
e00020.wav,28
e00021.wav,34
e00022.wav,23
e00023.wav,16
e00024.wav,23
e00025.wav,26
e00026.wav,10
e00027.wav,56
e00028.wav,18
e00029.wav,61
e00030.wav,27
e00031.wav,50
e00033.wav,10
e00034.wav,12
e00035.wav,55
e00036.wav,15
e00037.wav,71
e00038.wav,14
e00040.wav,69
e00041.wav,24
e00042.wav,27
e00043.wav,54
e00045.wav,24
e00046.wav,16
e00047.wav,44
e00048.wav,24
e00049.wav,44
e00050.wav,17
e00051.wav,35
e00052.wav,27
e00053.wav,33
e00054.wav,56
e00055.wav,89
e00056.wav,16
e00057.wav,36
e00058.wav,53
e00059.wav,34
e00060.wav,19
e00061.wav,15
e00062.wav,18
e00064.wav,30
e00065.wav,48
e00067.wav,25
e00068.wav,31
e00069.wav,31
e00070.wav,82
e00071.wav,17
e00072.wav,21
e00073.wav,44
e00074.wav,36
e00075.wav,23
e00076.wav,32
e00077.wav,21
e00078.wav,64
e00079.wav,33
e00080.wav,34
e00081.wav,22
e00082.wav,20
e00083.wav,66
e00084.wav,26
e00085.wav,20
e00086.wav,12
e00087.wav,26
e00088.wav,78
e00089.wav,37
e00090.wav,63
e00091.wav,40
e00092.wav,36
e00093.wav,20
e00094.wav,12
e00095.wav,43
e00097.wav,29
e00098.wav,26
e00099.wav,39
e00100.wav,22
e00101.wav,18
e00102.wav,38
e00103.wav,11
e00105.wav,13
e00106.wav,18
e00107.wav,31
e00108.wav,32
e00109.wav,37
e00110.wav,37
e00111.wav,18
e00112.wav,14
e00113.wav,37
e00114.wav,17
e00115.wav,15
e00116.wav,41
e00117.wav,25
e00118.wav,31
e00119.wav,26
e00120.wav,62
e00121.wav,40
e00122.wav,14
e00123.wav,14
e00124.wav,26
e00125.wav,21
e00126.wav,14
e00128.wav,60
e00129.wav,45
e00130.wav,19
e00131.wav,19
e00132.wav,14
e00133.wav,54
e00135.wav,25
e00136.wav,17
e00137.wav,16
e00138.wav,72
e00139.wav,9
e00140.wav,36
e00141.wav,22
e00142.wav,44
e00143.wav,20
e00144.wav,34
e00145.wav,30
e00146.wav,40
e00147.wav,12
e00148.wav,19
e00149.wav,20
e00150.wav,34
e00151.wav,32
e00152.wav,7
e00154.wav,22
e00155.wav,11
e00156.wav,43
e00157.wav,43
e00159.wav,26
e00160.wav,31
e00161.wav,15
e00162.wav,44
e00163.wav,28
e00164.wav,67
e00165.wav,23
e00166.wav,30
e00167.wav,25
e00168.wav,12
e00169.wav,17
e00170.wav,18
e00171.wav,15
e00172.wav,10
e00173.wav,35
e00174.wav,8
e00175.wav,24
e00176.wav,70
e00177.wav,8
e00178.wav,27
e00179.wav,21
e00180.wav,24
e00181.wav,11
e00182.wav,22
e00183.wav,30
e00184.wav,29
e00185.wav,92
e00186.wav,21
e00187.wav,32
e00188.wav,15
e00189.wav,34
e00190.wav,19
e00191.wav,148
e00192.wav,52
e00193.wav,23
e00194.wav,32
e00195.wav,20
e00196.wav,68
e00197.wav,93
e00198.wav,25
e00199.wav,21
e00200.wav,20
e00201.wav,23
e00202.wav,27
e00203.wav,18
e00204.wav,50
e00205.wav,21
e00206.wav,60
e00207.wav,34
e00208.wav,24
e00210.wav,26
e00211.wav,19
e00212.wav,10
e00214.wav,17
e00215.wav,55
e00216.wav,9
e00217.wav,40
e00218.wav,33
e00219.wav,40
e00220.wav,28
e00221.wav,49
e00222.wav,89
e00223.wav,24
e00224.wav,23
e00225.wav,16
e00227.wav,30
e00228.wav,23
e00229.wav,30
e00230.wav,22
e00231.wav,42
e00232.wav,42
e00233.wav,20
e00234.wav,28
e00235.wav,21
e00236.wav,35
e00237.wav,21
e00238.wav,27
e00239.wav,27
e00240.wav,18
e00241.wav,33
e00242.wav,24
e00243.wav,10
e00244.wav,26
e00245.wav,18
e00246.wav,31
e00247.wav,57
e00248.wav,29
e00249.wav,40
e00250.wav,36
e00251.wav,24
e00252.wav,40
e00253.wav,50
e00254.wav,31
e00255.wav,23
e00256.wav,21
e00257.wav,27
e00258.wav,26
e00259.wav,31
e00260.wav,69
e00261.wav,22
e00262.wav,32
e00263.wav,37
e00264.wav,16
e00265.wav,30
e00266.wav,19
e00267.wav,28
e00268.wav,39
e00269.wav,30
e00270.wav,77
e00271.wav,68
e00272.wav,19
e00273.wav,49
e00274.wav,25
e00275.wav,13
e00276.wav,6
e00277.wav,26
e00278.wav,44
e00279.wav,29
e00280.wav,53
e00281.wav,40
e00282.wav,20
e00283.wav,17
e00284.wav,40
e00285.wav,24
e00286.wav,21
e00287.wav,14
e00288.wav,35
e00289.wav,31
e00290.wav,13
e00291.wav,9
e00292.wav,65
e00293.wav,33
e00294.wav,17
e00295.wav,21
e00296.wav,26
e00298.wav,42
e00299.wav,30
e00300.wav,29
e00301.wav,48
e00302.wav,32
e00303.wav,46
e00304.wav,15
e00305.wav,14
e00307.wav,25
e00308.wav,83
e00309.wav,21
e00310.wav,35
e00311.wav,30
e00312.wav,35
e00313.wav,28
e00315.wav,20
e00316.wav,27
e00317.wav,46
e00319.wav,24
e00320.wav,75
e00321.wav,14
e00322.wav,25
e00323.wav,21
e00324.wav,42
e00325.wav,18
e00326.wav,17
e00327.wav,23
e00328.wav,23
e00329.wav,24
e00330.wav,23
e00332.wav,15
e00333.wav,79
e00334.wav,42
e00335.wav,41
e00336.wav,6
e00337.wav,30
e00338.wav,85
e00339.wav,31
e00340.wav,11
e00341.wav,26
e00342.wav,15
e00343.wav,18
e00344.wav,15
e00345.wav,26
e00346.wav,24
e00347.wav,17
e00348.wav,10
e00349.wav,28
e00350.wav,18
e00351.wav,24
e00352.wav,9
e00353.wav,17
e00354.wav,39
e00355.wav,19
e00356.wav,30
e00357.wav,17
e00358.wav,14
e00359.wav,23
e00360.wav,14
e00361.wav,30
e00362.wav,17
e00363.wav,38
e00364.wav,33
e00365.wav,15
e00366.wav,19
e00367.wav,22
e00368.wav,12
e00369.wav,29
e00370.wav,21
e00371.wav,30
e00373.wav,24
e00374.wav,35
e00375.wav,22
e00376.wav,28
e00377.wav,24
e00378.wav,17
e00379.wav,30
e00380.wav,17
e00381.wav,26
e00382.wav,32
e00383.wav,28
e00384.wav,17
e00385.wav,45
e00386.wav,24
e00387.wav,31
e00388.wav,38
e00389.wav,27
e00390.wav,31
e00391.wav,30
e00392.wav,41
e00393.wav,23
e00394.wav,24
e00395.wav,23
e00396.wav,46
e00398.wav,36
e00399.wav,48
e00400.wav,14
e00401.wav,50
e00402.wav,44
e00403.wav,76
e00404.wav,16
e00405.wav,16
e00406.wav,21
e00408.wav,21
e00409.wav,15
e00410.wav,29
e00411.wav,23
e00412.wav,11
e00413.wav,51
e00414.wav,29
e00415.wav,28
e00416.wav,65
e00417.wav,33
e00418.wav,26
e00419.wav,46
e00420.wav,24
e00421.wav,31
e00422.wav,18
e00423.wav,25
e00424.wav,20
e00425.wav,30
e00426.wav,23
e00427.wav,20
e00428.wav,16
e00430.wav,29
e00431.wav,12
e00432.wav,60
e00433.wav,24
e00434.wav,12
e00435.wav,12
e00436.wav,18
e00437.wav,31
e00438.wav,32
e00439.wav,27
e00440.wav,18
e00441.wav,22
e00442.wav,16
e00443.wav,17
e00444.wav,39
e00445.wav,25
e00446.wav,24
e00447.wav,56
e00448.wav,64
e00449.wav,22
e00450.wav,11
e00451.wav,19
e00452.wav,17
e00453.wav,45
e00454.wav,20
e00455.wav,32
e00456.wav,30
e00457.wav,24
e00459.wav,27
e00460.wav,23
e00461.wav,17
e00462.wav,49
e00465.wav,30
e00466.wav,23
e00468.wav,47
e00469.wav,39
e00470.wav,13
e00471.wav,23
e00472.wav,22
e00473.wav,77
e00474.wav,20
e00475.wav,21
e00476.wav,69
e00477.wav,20
e00478.wav,28
e00479.wav,39
e00480.wav,24
e00481.wav,25
e00482.wav,51
e00483.wav,30
e00484.wav,18
e00486.wav,91
e00487.wav,21
e00488.wav,27
e00489.wav,38
e00490.wav,25
e00491.wav,65
e00492.wav,37
e00493.wav,11
e00494.wav,26
e00495.wav,15
e00496.wav,31
e00497.wav,22
e00498.wav,40
e00499.wav,19
e00500.wav,45
e00501.wav,16
e00502.wav,20
e00504.wav,13
e00505.wav,33
e00506.wav,18
e00507.wav,27
e00508.wav,16
e00509.wav,37
e00510.wav,10
e00511.wav,59
e00512.wav,12
e00513.wav,18
e00514.wav,18
e00515.wav,37
e00516.wav,22
e00517.wav,70
e00518.wav,46
e00520.wav,26
e00521.wav,26
e00522.wav,23
e00523.wav,53
e00524.wav,38
e00525.wav,46
e00526.wav,10
e00527.wav,81
e00528.wav,24
e00529.wav,47
e00530.wav,23
e00531.wav,15
e00533.wav,24
e00534.wav,29
e00535.wav,21
e00536.wav,18
e00537.wav,11
e00539.wav,73
e00540.wav,18
e00541.wav,65
e00542.wav,19
e00543.wav,26
e00544.wav,12
e00545.wav,89
e00546.wav,26
e00548.wav,36
e00549.wav,13
e00550.wav,48
e00551.wav,23
e00552.wav,45
e00553.wav,20
e00554.wav,15
e00556.wav,29
e00557.wav,20
e00558.wav,32
e00559.wav,27
e00560.wav,32
e00561.wav,34
e00562.wav,34
e00563.wav,9
e00564.wav,16
e00565.wav,17
e00566.wav,19
e00567.wav,22
e00568.wav,20
e00569.wav,25
e00570.wav,16
e00571.wav,9
e00572.wav,24
e00573.wav,25
e00574.wav,13
e00575.wav,24
e00576.wav,40
e00577.wav,58
e00578.wav,18
e00579.wav,43
e00580.wav,57
e00581.wav,41
e00582.wav,26
e00583.wav,35
e00584.wav,44
e00585.wav,117
e00586.wav,36
e00587.wav,31
e00588.wav,33
e00589.wav,26
e00590.wav,66
e00591.wav,17
e00592.wav,22
e00593.wav,27
e00594.wav,17
e00595.wav,90
e00596.wav,29
e00597.wav,11
e00598.wav,24
e00599.wav,111
e00600.wav,30
e00601.wav,20
e00602.wav,77
e00603.wav,123
e00604.wav,46
